date,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
10/31/2017,undetermined,27,Male,Black,Riverside,CA,FALSE,other,Not fleeing,FALSE
3/12/2018,baton,27,Male,Black,Tulare,CA,TRUE,attack,Foot,FALSE
11/19/2015,knife,27,Male,Black,Fort Pierce,FL,FALSE,attack,Not fleeing,FALSE
5/22/2016,unarmed,27,Male,Black,Hallandale Beach,FL,FALSE,other,Car,TRUE
8/30/2017,unarmed,27,Male,Black,Miami,FL,FALSE,other,Foot,FALSE
3/9/2015,unarmed,27,Male,Black,Atlanta,GA,TRUE,other,Not fleeing,FALSE
4/25/2017,knife,27,Male,Black,Lizella,GA,FALSE,other,Not fleeing,FALSE
8/2/2017,gun,27,Male,Black,Atlanta,GA,FALSE,attack,Not fleeing,FALSE
10/1/2017,gun,27,Male,Black,West Burlington,IA,FALSE,other,Other,TRUE
7/9/2015,gun,27,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
1/15/2015,gun,27,Male,Black,Indianapolis,IN,FALSE,attack,Foot,FALSE
9/15/2015,gun,27,Male,Black,Alexandria,LA,FALSE,other,Not fleeing,FALSE
1/4/2016,undetermined,27,Male,Black,Ragley,LA,FALSE,undetermined,Not fleeing,FALSE
3/22/2017,gun,27,Male,Black,Crowley,LA,FALSE,attack,Not fleeing,FALSE
7/6/2017,unarmed,27,Male,Black,Mamou,LA,FALSE,other,Not fleeing,FALSE
3/31/2015,vehicle,27,Female,Black,Fort Meade,MD,FALSE,other,Car,FALSE
2/11/2017,gun,27,Male,Black,Kansas City,MO,FALSE,attack,Not fleeing,FALSE
7/20/2017,gun,27,Male,Black,St. Louis,MO,FALSE,attack,Car,FALSE
6/11/2016,gun,27,Male,Black,Tupelo,MS,FALSE,attack,Car,FALSE
4/9/2016,gun,27,Male,Black,New Brunswick,NJ,FALSE,attack,Foot,FALSE
8/12/2015,gun,27,Male,Black,Toledo,OH,FALSE,attack,Car,FALSE
2/19/2017,knife,27,Male,Black,Kent,OH,FALSE,attack,Not fleeing,FALSE
2/25/2015,vehicle,27,Male,Black,Oklahoma City,OK,FALSE,other,Car,FALSE
7/22/2015,gun,27,Male,Black,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE
3/25/2015,gun,27,Male,Black,Johnsonville,SC,FALSE,attack,Foot,FALSE
8/17/2016,piece of wood,27,Male,Black,Kelso,WA,FALSE,attack,Not fleeing,FALSE
11/1/2017,gun,27,Male,Hispanic,Anniston,AL,FALSE,attack,Not fleeing,FALSE
2/24/2016,vehicle,27,Male,Hispanic,Phoenix,AZ,FALSE,other,Car,FALSE
3/3/2016,knife,27,Male,Hispanic,Gilbert,AZ,FALSE,other,Car,FALSE
3/2/2017,toy weapon,27,Male,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
3/9/2018,gun,27,Male,Hispanic,Phoenix,AZ,FALSE,attack,Foot,FALSE
2/27/2015,unarmed,27,Male,Hispanic,Santa Ana,CA,FALSE,undetermined,Not fleeing,FALSE
4/29/2015,gun,27,Male,Hispanic,Elk Grove,CA,FALSE,attack,Not fleeing,FALSE
7/3/2015,knife,27,Male,Hispanic,West Covina,CA,FALSE,attack,Not fleeing,FALSE
8/12/2015,gun,27,Male,Hispanic,Hemet,CA,FALSE,attack,Car,FALSE
10/15/2015,gun,27,Male,Hispanic,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
10/16/2015,unarmed,27,Male,Hispanic,Valinda,CA,FALSE,attack,Not fleeing,FALSE
10/10/2016,undetermined,27,Male,Hispanic,Irvine,CA,TRUE,other,Not fleeing,FALSE
1/24/2017,gun,27,Male,Hispanic,Bakersfield,CA,FALSE,attack,Other,FALSE
2/3/2017,gun,27,Male,Hispanic,Olympic Valley,CA,FALSE,attack,Car,FALSE
10/22/2017,unarmed,27,Male,Hispanic,Ceres,CA,FALSE,other,Car,FALSE
1/7/2018,knife,27,Male,Hispanic,Santa Maria,CA,TRUE,other,Not fleeing,FALSE
6/6/2015,gun,27,Male,Hispanic,Strasburg,CO,FALSE,attack,Car,FALSE
6/26/2016,knife,27,Male,Hispanic,Thomaston,CT,FALSE,other,Not fleeing,FALSE
4/13/2015,gun,27,Male,Hispanic,Alton,IL,FALSE,attack,Not fleeing,FALSE
6/1/2017,gun,27,Male,Hispanic,Las Vegas,NV,TRUE,attack,Not fleeing,FALSE
1/24/2018,unknown weapon,27,Male,Hispanic,Sparks,NV,FALSE,other,Foot,FALSE
1/17/2015,knife,27,Male,Hispanic,Fort Worth,TX,FALSE,attack,Not fleeing,FALSE
12/2/2015,gun,27,Female,Other,San Bernardino,CA,FALSE,attack,Car,FALSE
9/22/2017,gun,27,Male,Other,Huntington Beach,CA,TRUE,attack,Not fleeing,FALSE
10/5/2015,unarmed,27,Male,Other,Akron,OH,FALSE,other,Not fleeing,FALSE
3/8/2018,gun,27,Male,Unknown,Pilot Station,AK,FALSE,attack,Foot,FALSE
3/27/2016,scissors,27,Female,Unknown,Winslow,AZ,FALSE,other,Not fleeing,TRUE
10/28/2017,gun,27,Male,Unknown,Black River Falls,WI,FALSE,other,Car,TRUE
10/4/2015,gun,27,Male,White,Muscle Shoals,AL,TRUE,attack,Foot,FALSE
12/21/2016,gun,27,Male,White,Saraland,AL,FALSE,attack,Not fleeing,FALSE
2/22/2018,gun,27,Male,White,Phoenix,AZ,FALSE,other,Foot,FALSE
9/4/2015,gun,27,Male,White,Weitchpec,CA,FALSE,attack,Car,FALSE
9/21/2015,gun,27,Male,White,Sand City,CA,FALSE,attack,Not fleeing,FALSE
11/21/2016,knife,27,Male,White,Lompoc,CA,TRUE,other,Foot,FALSE
9/19/2017,knife,27,Male,White,Chula Vista,CA,TRUE,attack,Not fleeing,FALSE
1/16/2018,unarmed,27,Male,White,Adams County,CO,FALSE,attack,Not fleeing,FALSE
3/8/2016,toy weapon,27,Male,White,Tampa,FL,TRUE,attack,Not fleeing,FALSE
6/4/2017,gun,27,Male,White,Callahan,FL,FALSE,attack,,FALSE
10/14/2015,gun,27,Male,White,Cartersville,GA,FALSE,attack,Not fleeing,FALSE
1/25/2018,toy weapon,27,Male,White,Buford,GA,TRUE,attack,Not fleeing,FALSE
1/4/2018,gun,27,Male,White,Boise,ID,FALSE,attack,Not fleeing,FALSE
4/28/2015,gun,27,Male,White,Marion,IL,TRUE,attack,Not fleeing,FALSE
1/23/2017,unarmed,27,Male,White,Springfield,IL,TRUE,attack,Not fleeing,TRUE
11/9/2017,gun,27,Male,White,Flatwoods,KY,FALSE,other,Car,FALSE
4/2/2015,gun,27,Male,White,Pineville,LA,TRUE,attack,Not fleeing,FALSE
2/20/2017,unarmed,27,Male,White,St. Joseph,MO,FALSE,attack,Not fleeing,FALSE
2/14/2018,gun,27,Male,White,Belton,MO,TRUE,attack,Other,FALSE
3/15/2015,machete,27,Male,White,Ruth,MS,FALSE,other,Not fleeing,FALSE
2/27/2017,gun,27,Male,White,Shelby,NC,TRUE,attack,Foot,FALSE
2/2/2018,knife,27,Male,White,Charlotte,NC,TRUE,other,Not fleeing,TRUE
2/21/2018,gun,27,Male,White,Stutsman County,ND,FALSE,attack,Car,FALSE
5/17/2015,sword,27,Male,White,Ruidoso,NM,FALSE,other,Not fleeing,FALSE
7/11/2017,knife,27,Male,White,Las Vegas,NV,TRUE,undetermined,,TRUE
2/26/2018,gun,27,Male,White,Crawford County,OH,FALSE,attack,Foot,FALSE
3/31/2018,machete,27,Male,White,Guthrie,OK,FALSE,attack,Not fleeing,FALSE
1/18/2016,knife,27,Male,White,Medford,OR,FALSE,other,Foot,FALSE
1/6/2018,vehicle,27,Male,White,Manchester Township,PA,FALSE,other,Car,FALSE
1/27/2016,knife,27,Male,White,Latta,SC,FALSE,other,Not fleeing,FALSE
11/19/2017,gun,27,Male,White,Greenville County,SC,FALSE,attack,Car,FALSE
2/13/2015,gun,27,Male,White,McLemoresville,TN,FALSE,attack,Not fleeing,FALSE
2/8/2015,gun,27,Male,White,Austin,TX,FALSE,attack,Not fleeing,FALSE
10/16/2015,gun,27,Male,White,Houston,TX,TRUE,attack,Not fleeing,FALSE
1/16/2016,gun,27,Male,White,San Antonio,TX,FALSE,attack,Foot,FALSE
3/29/2017,vehicle,27,Male,White,Whitewright,TX,FALSE,other,Car,FALSE
8/26/2015,gun,27,Male,White,West Jordan,UT,TRUE,attack,Not fleeing,FALSE
7/17/2015,knife,27,Male,White,Seattle,WA,FALSE,other,Foot,FALSE
1/7/2018,gun,27,Male,White,Tacoma,WA,FALSE,attack,Not fleeing,FALSE
7/12/2015,gun,27,Male,White,Casper,WY,FALSE,attack,Not fleeing,FALSE
3/4/2015,gun,28,Male,Asian,Stockton,CA,FALSE,attack,Not fleeing,FALSE
4/8/2015,knife,28,Male,Asian,Sunnyvale,CA,TRUE,other,Not fleeing,FALSE
4/30/2016,knife,28,Male,Asian,Los Angeles,CA,FALSE,other,Not fleeing,TRUE
10/5/2017,gun,28,Male,Asian,St. Paul,MN,FALSE,attack,Not fleeing,TRUE
8/7/2015,knife,28,Male,Black,Long Beach,CA,FALSE,attack,Not fleeing,FALSE
12/12/2015,gun,28,Male,Black,Lynwood,CA,FALSE,attack,Not fleeing,FALSE
4/12/2017,gun,28,Male,Black,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
1/3/2018,gun,28,Male,Black,Oakland,CA,FALSE,attack,Not fleeing,FALSE
9/23/2015,gun,28,Male,Black,Wilmington,DE,TRUE,undetermined,Not fleeing,FALSE
3/29/2017,undetermined,28,Male,Black,New Castle,DE,FALSE,other,Car,FALSE
2/4/2015,unarmed,28,Male,Black,Tallahassee,FL,FALSE,attack,Not fleeing,FALSE
5/12/2015,gun,28,Male,Black,Jacksonville,FL,FALSE,other,Foot,FALSE
11/17/2015,gun,28,Male,Black,Miami,FL,TRUE,attack,Foot,FALSE
9/30/2017,gun,28,Male,Black,Palatka,FL,FALSE,other,Not fleeing,FALSE
2/1/2018,knife,28,Male,Black,Clayton,GA,FALSE,other,Other,FALSE
12/26/2017,gun,28,Male,Black,Lawrence,IN,FALSE,attack,Car,FALSE
9/6/2015,gun,28,Male,Black,Shreveport,LA,TRUE,attack,Car,FALSE
5/10/2016,knife,28,Male,Black,Taunton,MA,TRUE,attack,Not fleeing,FALSE
3/13/2016,gun,28,Male,Black,Landover,MD,FALSE,other,Not fleeing,FALSE
4/18/2016,gun,28,Male,Black,Greenbelt,MD,FALSE,attack,Not fleeing,FALSE
10/18/2016,gun,28,Male,Black,Benton Harbor,MI,FALSE,attack,Not fleeing,TRUE
2/28/2015,gun,28,Male,Black,Columbia,MO,FALSE,attack,Car,FALSE
8/6/2017,gun,28,Male,Black,Kansas City,MO,FALSE,attack,Foot,FALSE
1/14/2017,screwdriver,28,Male,Black,New York,NY,FALSE,attack,Not fleeing,FALSE
1/5/2018,gun,28,Male,Black,Whitehall,OH,FALSE,attack,Not fleeing,FALSE
10/17/2015,knife,28,Male,Black,York,PA,TRUE,other,Not fleeing,FALSE
12/12/2016,gun,28,Male,Black,Philadelphia,PA,FALSE,attack,Not fleeing,FALSE
9/5/2015,unarmed,28,Female,Black,Virginia Beach,VA,FALSE,undetermined,Not fleeing,FALSE
7/31/2017,unarmed,28,Male,Black,Oshkosh,WI,FALSE,attack,Car,TRUE
9/30/2015,gun,28,Male,Black,Beckley,WV,FALSE,attack,Car,FALSE
2/4/2015,gun,28,Male,Hispanic,Tempe,AZ,FALSE,attack,Car,FALSE
2/4/2015,unarmed,28,Male,Hispanic,Tempe,AZ,FALSE,other,Not fleeing,FALSE
2/28/2015,knife,28,Female,Hispanic,Tucson,AZ,FALSE,other,Not fleeing,FALSE
10/2/2015,gun,28,Male,Hispanic,Sierra Vista,AZ,FALSE,attack,Car,FALSE
8/17/2017,knife,28,Male,Hispanic,Phoenix,AZ,TRUE,other,Not fleeing,FALSE
3/25/2015,gun,28,Male,Hispanic,South Los Angeles,CA,FALSE,attack,Foot,FALSE
6/14/2015,vehicle,28,Male,Hispanic,Stockton,CA,FALSE,attack,Car,FALSE
6/16/2015,gun,28,Male,Hispanic,Visalia,CA,FALSE,attack,Not fleeing,FALSE
1/5/2016,hand torch,28,Male,Hispanic,Ceres,CA,FALSE,other,Foot,FALSE
4/10/2016,knife,28,Male,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
5/13/2016,gun,28,Male,Hispanic,Boyle Heights,CA,FALSE,attack,Not fleeing,TRUE
6/17/2017,vehicle,28,Female,Hispanic,Montebello,CA,FALSE,other,Not fleeing,FALSE
10/6/2017,vehicle,28,Male,Hispanic,Duarte,CA,FALSE,undetermined,,FALSE
11/22/2015,gun,28,Male,Hispanic,Denver,CO,FALSE,attack,Not fleeing,FALSE
9/28/2016,knife,28,Male,Hispanic,Valdosta,GA,FALSE,attack,Not fleeing,TRUE
1/26/2017,gun,28,Male,Hispanic,Charlotte,NC,FALSE,other,Car,FALSE
7/4/2017,gun,28,Male,Hispanic,Albuquerque,NM,FALSE,undetermined,Other,FALSE
10/19/2016,undetermined,28,Male,Hispanic,Henderson,NV,FALSE,attack,Car,FALSE
6/20/2017,knife,28,Male,Hispanic,Las Vegas,NV,FALSE,other,Not fleeing,TRUE
6/11/2015,gun,28,Male,Hispanic,Bexar County,TX,TRUE,attack,Not fleeing,FALSE
6/26/2015,gun,28,Male,Hispanic,San Antonio,TX,FALSE,other,Foot,FALSE
1/22/2018,vehicle,28,Male,Hispanic,Irving,TX,FALSE,other,Car,FALSE
3/12/2017,knife,28,Male,Hispanic,Bellingham,WA,FALSE,attack,Foot,TRUE
12/2/2015,gun,28,Male,Other,San Bernardino,CA,FALSE,attack,Car,FALSE
1/18/2017,gun,28,Male,Unknown,Grand Forks,ND,FALSE,attack,Not fleeing,FALSE
12/10/2017,Taser,28,Male,Unknown,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
4/13/2017,vehicle,28,Male,White,Avondale,AZ,FALSE,other,Not fleeing,FALSE
9/22/2017,gun,28,Male,White,Mesa,AZ,TRUE,attack,Not fleeing,FALSE
9/14/2015,unarmed,28,Male,White,Barstow,CA,TRUE,attack,Not fleeing,FALSE
10/18/2015,knife,28,Male,White,Fresno,CA,TRUE,attack,Not fleeing,FALSE
4/26/2016,gun,28,Male,White,Lakewood,CO,FALSE,attack,Foot,FALSE
5/22/2016,gun,28,Male,White,Boulder,CO,TRUE,attack,Not fleeing,FALSE
10/5/2016,machete,28,Male,White,Boulder,CO,TRUE,other,Not fleeing,FALSE
5/11/2015,machete,28,Male,White,St. Augustine,FL,TRUE,other,Not fleeing,FALSE
1/18/2016,toy weapon,28,Male,White,Orlando,FL,FALSE,other,Not fleeing,FALSE
7/25/2017,gun,28,Male,White,Jacksonville,FL,FALSE,attack,Car,FALSE
8/25/2017,gun,28,Female,White,Sunrise,FL,TRUE,undetermined,Not fleeing,FALSE
2/17/2018,vehicle,28,Male,White,Hernando,FL,FALSE,other,Not fleeing,FALSE
1/19/2016,gun,28,Male,White,Valdosta,GA,FALSE,attack,Not fleeing,FALSE
6/9/2015,unarmed,28,Male,White,Des Moines,IA,FALSE,other,Car,FALSE
6/27/2016,toy weapon,28,Male,White,Boone,IA,TRUE,attack,Not fleeing,FALSE
3/5/2018,gun,28,Male,White,Sandpoint,ID,TRUE,attack,Not fleeing,FALSE
12/27/2017,unarmed,28,Male,White,Wichita,KS,FALSE,other,Not fleeing,FALSE
7/7/2015,knife,28,Male,White,Elizabethtown,KY,FALSE,other,Not fleeing,FALSE
11/1/2017,vehicle,28,Male,White,Pippa Passes,KY,FALSE,attack,Car,FALSE
3/27/2017,knife,28,Male,White,Montgomery Village,MD,FALSE,other,Not fleeing,TRUE
8/24/2017,gun,28,Male,White,Waterford Township,MI,TRUE,other,Not fleeing,FALSE
4/10/2018,vehicle,28,Male,White,Royal Oak,MI,FALSE,other,Car,FALSE
3/16/2015,gun,28,Male,White,St. Paul,MN,TRUE,attack,Not fleeing,FALSE
1/8/2015,vehicle,28,Male,White,Huntley,MT,FALSE,undetermined,Not fleeing,FALSE
10/24/2015,gun,28,Male,White,Zanesville,OH,TRUE,attack,Not fleeing,FALSE
7/9/2017,gun,28,Male,White,Uniontown,OH,FALSE,attack,Not fleeing,FALSE
3/21/2016,gun,28,Male,White,South Greensburg,PA,TRUE,attack,Car,FALSE
4/9/2015,gun,28,Male,White,Boiling Springs,SC,FALSE,attack,Not fleeing,FALSE
5/1/2016,gun,28,Male,White,Alamo,TN,TRUE,other,Not fleeing,FALSE
11/16/2015,vehicle,28,Male,White,Leon County,TX,FALSE,undetermined,Car,FALSE
6/19/2017,gun,28,Male,White,Dallas,TX,FALSE,other,Not fleeing,FALSE
8/28/2015,gun,28,Male,White,Spanish Fork,UT,TRUE,attack,Not fleeing,TRUE
12/28/2015,toy weapon,28,Male,White,Suffolk,VA,FALSE,attack,Not fleeing,TRUE
5/17/2017,vehicle,28,Male,White,Arlington,VA,FALSE,attack,Car,FALSE
3/16/2018,knife,28,Male,White,Elk Plain,WA,TRUE,other,Not fleeing,FALSE
10/1/2016,gun,28,Male,White,Hometown,WV,FALSE,attack,Foot,FALSE
8/2/2017,vehicle,28,Male,White,Mannington,WV,FALSE,other,Car,FALSE
11/15/2017,unarmed,29,Male,Asian,Oklahoma City,OK,TRUE,other,Not fleeing,TRUE
6/2/2017,gun,29,Male,Black,Abbeville,AL,FALSE,attack,Not fleeing,FALSE
2/3/2015,knife,29,Male,Black,Antioch,CA,TRUE,other,Not fleeing,FALSE
5/5/2015,unarmed,29,Male,Black,Venice,CA,FALSE,attack,Not fleeing,TRUE
7/6/2015,knife,29,Male,Black,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
10/28/2015,unarmed,29,Male,Black,Point Loma,CA,FALSE,attack,Not fleeing,FALSE
11/20/2015,unarmed,29,Male,Black,Barstow,CA,TRUE,attack,Not fleeing,FALSE
5/19/2016,unarmed,29,Female,Black,San Francisco,CA,FALSE,other,Car,FALSE
7/29/2017,gun,29,Male,Black,Norco,CA,FALSE,attack,Car,FALSE
12/25/2016,knife,29,Male,Black,Washington,DC,FALSE,other,Not fleeing,TRUE
1/23/2015,vehicle,29,Male,Black,Fort Lauderdale,FL,FALSE,other,Not fleeing,FALSE
5/21/2015,knife,29,Male,Black,Ft. Lauderdale,FL,FALSE,attack,Not fleeing,FALSE
2/13/2016,gun,29,Male,Black,Urbandale,IA,FALSE,attack,Not fleeing,TRUE
1/17/2018,gun,29,Male,Black,Nashua,IA,TRUE,attack,Car,FALSE
1/30/2016,gun,29,Male,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE
3/14/2016,gun,29,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
4/9/2015,gun,29,Male,Black,Monon,IN,FALSE,attack,Car,FALSE
9/10/2015,gun,29,Male,Black,Indianapolis,IN,FALSE,attack,Not fleeing,FALSE
12/4/2016,gun,29,Male,Black,Elkhart,IN,FALSE,attack,Car,FALSE
3/29/2015,gun,29,Male,Black,Elizabethtown,KY,FALSE,attack,Not fleeing,FALSE
7/17/2016,gun,29,Male,Black,Baton Rouge,LA,TRUE,attack,Not fleeing,FALSE
8/2/2017,gun,29,Male,Black,Coushatta,LA,TRUE,attack,Not fleeing,FALSE
2/12/2016,gun,29,Male,Black,Boston,MA,TRUE,attack,Not fleeing,FALSE
3/15/2017,gun,29,Male,Black,St. Paul,MN,FALSE,other,Not fleeing,FALSE
6/9/2017,knife,29,Male,Black,Tulsa,OK,TRUE,other,Not fleeing,FALSE
5/20/2015,gun,29,Male,Black,Lancaster,PA,FALSE,attack,Not fleeing,FALSE
1/29/2016,gun,29,Male,Black,Irving,TX,FALSE,other,Not fleeing,FALSE
3/17/2016,gun,29,Male,Black,Houston,TX,FALSE,attack,,FALSE
2/27/2018,gun,29,Male,Black,Dallas,TX,FALSE,attack,Not fleeing,FALSE
3/24/2015,gun,29,Male,Black,Portsmouth,VA,TRUE,attack,Car,FALSE
5/15/2017,gun,29,Male,Black,Richmond,VA,FALSE,other,Not fleeing,FALSE
3/8/2018,gun,29,Male,Black,Spotsylvania,VA,FALSE,attack,Other,FALSE
8/1/2015,gun,29,Male,Hispanic,Tucson,AZ,FALSE,attack,Not fleeing,FALSE
11/12/2016,gun,29,Male,Hispanic,Tucson,AZ,FALSE,attack,Car,FALSE
3/1/2018,unknown weapon,29,Male,Hispanic,Tucson,AZ,FALSE,other,Not fleeing,FALSE
4/17/2015,gun,29,Male,Hispanic,Hemet,CA,FALSE,attack,Not fleeing,FALSE
8/16/2015,gun,29,Male,Hispanic,San Jose,CA,FALSE,other,Not fleeing,FALSE
8/27/2015,contractor's level,29,Male,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
2/14/2016,gun,29,Male,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
11/19/2016,vehicle,29,Male,Hispanic,Anaheim,CA,FALSE,attack,Foot,TRUE
7/15/2017,gun,29,Male,Hispanic,Los Angeles,CA,FALSE,undetermined,Foot,FALSE
2/6/2018,knife,29,Male,Hispanic,Denver,CO,FALSE,other,Not fleeing,FALSE
8/29/2015,unarmed,29,Male,Hispanic,Chicago,IL,FALSE,undetermined,Car,FALSE
8/7/2017,knife,29,Male,Hispanic,Wichita,KS,FALSE,other,Not fleeing,FALSE
10/5/2017,knife,29,Male,Hispanic,Finney County,KS,TRUE,other,Not fleeing,FALSE
9/6/2017,gun,29,Male,Hispanic,Charlotte,NC,FALSE,other,Not fleeing,FALSE
1/24/2017,knife,29,Male,Hispanic,Las Cruces,NM,TRUE,attack,Foot,TRUE
1/11/2015,gun,29,Male,Hispanic,North Las Vegas,NV,FALSE,attack,Foot,FALSE
3/2/2018,unknown weapon,29,Male,Hispanic,Bristol Township,PA,FALSE,other,Not fleeing,FALSE
3/14/2015,gun,29,Male,Hispanic,San Antonio,TX,TRUE,attack,Not fleeing,FALSE
10/30/2015,gun,29,Male,Hispanic,Mesquite,TX,FALSE,attack,Car,FALSE
8/15/2016,metal pole,29,Male,Hispanic,Falls Church,VA,TRUE,other,Not fleeing,FALSE
7/16/2015,sword,29,Male,Hispanic,Wauwatosa,WI,TRUE,other,Not fleeing,FALSE
6/12/2016,gun,29,Male,Other,Orlando,FL,TRUE,attack,Not fleeing,TRUE
2/9/2016,gun,29,Male,Other,Hilo,HI,FALSE,attack,Not fleeing,FALSE
1/13/2017,vehicle,29,Male,Other,Kahuku,HI,FALSE,other,Car,FALSE
5/7/2016,knife,29,Male,Other,Presque Isle,ME,FALSE,other,Not fleeing,FALSE
7/24/2016,knife,29,Male,Unknown,Gallup,NM,TRUE,other,Not fleeing,FALSE
9/16/2016,unarmed,29,Male,Unknown,Winooski,VT,FALSE,other,Foot,TRUE
7/16/2015,gun,29,Male,White,Opp,AL,FALSE,attack,Foot,FALSE
1/27/2015,gun,29,Male,White,Morenci,AZ,FALSE,attack,Not fleeing,FALSE
3/7/2015,gun,29,Male,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
10/12/2017,gun,29,Male,White,Flagstaff,AZ,TRUE,attack,Not fleeing,TRUE
8/22/2015,carjack,29,Male,White,Bakersfield,CA,FALSE,undetermined,Not fleeing,FALSE
1/18/2016,garden tool,29,Male,White,Union City,CA,TRUE,other,Not fleeing,TRUE
3/24/2016,gun,29,Male,White,Redlands,CA,FALSE,attack,Not fleeing,FALSE
3/9/2017,baseball bat and bottle,29,Male,White,Huntington Beach,CA,TRUE,other,Not fleeing,FALSE
5/8/2017,gun,29,Male,White,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE
12/22/2015,undetermined,29,Male,White,Brooksville,FL,FALSE,undetermined,Car,FALSE
10/20/2016,gun,29,Male,White,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE
6/22/2015,gun,29,Male,White,Augusta,GA,TRUE,attack,Not fleeing,FALSE
7/5/2017,gun,29,Female,White,Des Moines,IA,FALSE,attack,Foot,TRUE
3/27/2018,unknown weapon,29,Male,White,Nampa,ID,FALSE,undetermined,Not fleeing,FALSE
11/29/2016,knife,29,Male,White,Avon,IN,TRUE,other,Not fleeing,FALSE
2/8/2017,gun,29,Male,White,Brookville,IN,FALSE,other,Not fleeing,FALSE
2/14/2018,gun,29,Male,White,Kokomo,IN,FALSE,other,Not fleeing,FALSE
9/16/2016,knife,29,Male,White,Owensboro,KY,FALSE,attack,Not fleeing,FALSE
5/26/2016,gun,29,Male,White,St. Paul,MN,FALSE,attack,Not fleeing,FALSE
1/14/2015,vehicle,29,Male,White,Franklin County,MO,FALSE,attack,Not fleeing,FALSE
4/9/2018,knife,29,Male,White,Billings,MT,FALSE,attack,Not fleeing,TRUE
6/10/2016,baseball bat,29,Male,White,Iredell County,NC,FALSE,other,Not fleeing,FALSE
8/18/2016,unarmed,29,Male,White,Charlotte,NC,FALSE,other,Car,TRUE
11/29/2015,gun,29,Male,White,Lincoln,NE,FALSE,attack,,FALSE
8/18/2016,gun,29,Male,White,Ruidoso,NM,FALSE,other,Not fleeing,FALSE
8/19/2016,undetermined,29,Male,White,Reno,NV,FALSE,undetermined,Car,FALSE
4/26/2015,unarmed,29,Male,White,Bunch,OK,FALSE,attack,Not fleeing,FALSE
6/28/2015,toy weapon,29,Male,White,Portland,OR,FALSE,attack,Not fleeing,FALSE
7/5/2016,undetermined,29,Male,White,Salem,OR,FALSE,undetermined,,FALSE
3/28/2018,gun,29,Male,White,Swansea,SC,TRUE,other,Car,FALSE
8/5/2015,hatchet,29,Male,White,Antioch,TN,TRUE,attack,Not fleeing,FALSE
1/13/2016,gun,29,Male,White,Sevierville,TN,FALSE,other,Foot,TRUE
1/17/2017,gun,29,Male,White,Soddy-Daisy,TN,TRUE,attack,Car,FALSE
9/13/2015,gun,29,Male,White,Clute,TX,FALSE,attack,Car,FALSE
10/2/2015,unarmed,29,Male,White,Amarillo,TX,FALSE,undetermined,Not fleeing,FALSE
4/22/2016,knife,29,Male,White,Austin,TX,TRUE,attack,Not fleeing,FALSE
5/9/2016,gun,29,Male,White,Nacogdoches,TX,TRUE,attack,Other,FALSE
3/23/2018,gun,29,Male,White,Abilene,TX,FALSE,attack,Not fleeing,FALSE
8/19/2015,gun,29,Male,White,Hunters,WA,TRUE,attack,Foot,FALSE
1/5/2016,vehicle,29,Male,White,Olympia,WA,FALSE,attack,Foot,FALSE
5/7/2016,gun,29,Male,White,Lake Stevens,WA,TRUE,other,Not fleeing,FALSE
4/1/2017,knife,30,Male,Asian,New Iberia,LA,FALSE,other,,FALSE
6/6/2015,gun,30,Male,Black,Oakland,CA,FALSE,attack,Not fleeing,TRUE
8/12/2015,knife,30,Female,Black,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
8/27/2015,chain,30,Male,Black,Oakland,CA,FALSE,attack,Not fleeing,TRUE
10/24/2015,undetermined,30,Male,Black,Cathedral City,CA,FALSE,undetermined,Not fleeing,FALSE
12/20/2015,gun,30,Male,Black,Palmdale,CA,FALSE,attack,Not fleeing,FALSE
8/16/2016,gun,30,Male,Black,Stockton,CA,FALSE,other,Foot,TRUE
3/9/2015,gun,30,Male,Black,Cocoa,FL,FALSE,attack,Not fleeing,FALSE
3/23/2018,vehicle,30,Male,Black,Largo,FL,FALSE,attack,Not fleeing,FALSE
6/26/2016,gun,30,Male,Black,Dolton,IL,FALSE,attack,Not fleeing,FALSE
4/2/2016,gun,30,Male,Black,Indianapolis,IN,FALSE,attack,Not fleeing,FALSE
12/28/2017,gun,30,Male,Black,Elkhart,IN,FALSE,attack,Car,FALSE
2/14/2018,knife,30,Male,Black,Merrillville,IN,TRUE,attack,Not fleeing,FALSE
3/11/2017,gun,30,Male,Black,East Baton Rouge,LA,FALSE,attack,,FALSE
